,time,temperature,humidity,precipitation,surface_pressure
3615,2022-05-31T15:00,23.6,57,0.0,913.9
3616,2022-05-31T16:00,24.3,55,0.0,913.0
3617,2022-05-31T17:00,24.7,53,0.0,912.3
3618,2022-05-31T18:00,24.9,51,0.0,912.0
3619,2022-05-31T19:00,24.1,54,0.0,911.9
3620,2022-05-31T20:00,22.1,64,0.0,911.6
3621,2022-05-31T21:00,20.2,72,0.0,911.5
3622,2022-05-31T22:00,18.9,80,0.1,911.6
3623,2022-05-31T23:00,18.6,80,0.0,911.8
3624,2022-06-01T00:00,18.0,79,0.0,911.6
3625,2022-06-01T01:00,17.4,83,0.0,912.5
3626,2022-06-01T02:00,16.7,89,0.0,912.2
3627,2022-06-01T03:00,16.0,93,0.0,912.1
3628,2022-06-01T04:00,15.5,95,0.0,912.2
3629,2022-06-01T05:00,15.2,96,0.0,912.1
3630,2022-06-01T06:00,15.2,97,0.0,912.0
3631,2022-06-01T07:00,15.0,98,0.0,911.9
3632,2022-06-01T08:00,14.6,98,0.0,912.0
3633,2022-06-01T09:00,14.5,98,0.0,912.5
3634,2022-06-01T10:00,14.8,97,0.0,913.0
3635,2022-06-01T11:00,16.8,90,0.0,914.2
3636,2022-06-01T12:00,18.1,83,0.0,915.4
3637,2022-06-01T13:00,20.3,75,0.0,915.9
3638,2022-06-01T14:00,22.0,70,0.0,915.4
3639,2022-06-01T15:00,23.7,63,0.0,914.7
3640,2022-06-01T16:00,25.0,55,0.0,913.7
3641,2022-06-01T17:00,25.6,50,0.0,912.7
3642,2022-06-01T18:00,25.5,49,0.0,912.5
3643,2022-06-01T19:00,24.9,52,0.0,912.2
3644,2022-06-01T20:00,23.4,64,0.0,911.9
3645,2022-06-01T21:00,21.8,64,0.0,912.1
3646,2022-06-01T22:00,18.7,80,0.0,911.6
3647,2022-06-01T23:00,17.6,85,0.0,911.6
3648,2022-06-02T00:00,16.6,90,0.0,911.7
3649,2022-06-02T01:00,15.9,93,0.0,911.6
3650,2022-06-02T02:00,15.2,95,0.0,911.4
3651,2022-06-02T03:00,14.6,95,0.0,910.9
3652,2022-06-02T04:00,14.4,96,0.0,910.7
3653,2022-06-02T05:00,14.2,95,0.0,910.4
3654,2022-06-02T06:00,14.5,94,0.0,910.3
3655,2022-06-02T07:00,14.1,95,0.0,909.9
3656,2022-06-02T08:00,13.7,96,0.0,910.1
3657,2022-06-02T09:00,13.4,96,0.0,910.4
3658,2022-06-02T10:00,13.8,96,0.0,911.3
3659,2022-06-02T11:00,16.5,87,0.0,912.7
3660,2022-06-02T12:00,18.8,79,0.0,914.3
3661,2022-06-02T13:00,21.1,71,0.0,914.9
3662,2022-06-02T14:00,23.0,63,0.0,914.7
3663,2022-06-02T15:00,24.3,56,0.0,914.1
3664,2022-06-02T16:00,25.1,51,0.0,913.7
3665,2022-06-02T17:00,25.3,47,0.0,913.0
3666,2022-06-02T18:00,25.2,45,0.0,912.4
3667,2022-06-02T19:00,24.3,49,0.0,912.3
3668,2022-06-02T20:00,22.2,59,0.0,911.8
3669,2022-06-02T21:00,20.4,64,0.0,911.7
3670,2022-06-02T22:00,19.5,66,0.0,911.8
3671,2022-06-02T23:00,19.0,67,0.0,911.9
3672,2022-06-03T00:00,19.6,62,0.0,913.0
3673,2022-06-03T01:00,17.5,73,0.0,912.5
3674,2022-06-03T02:00,15.7,83,0.0,912.2
3675,2022-06-03T03:00,14.2,89,0.0,911.9
3676,2022-06-03T04:00,14.0,91,0.0,912.1
3677,2022-06-03T05:00,13.3,94,0.0,911.7
3678,2022-06-03T06:00,12.8,94,0.0,911.5
3679,2022-06-03T07:00,12.4,95,0.0,911.2
3680,2022-06-03T08:00,12.5,95,0.0,911.5
3681,2022-06-03T09:00,12.7,96,0.0,912.1
3682,2022-06-03T10:00,12.6,99,0.0,912.4
3683,2022-06-03T11:00,14.0,94,0.0,913.5
3684,2022-06-03T12:00,16.5,89,0.0,915.5
3685,2022-06-03T13:00,19.9,76,0.0,916.2
3686,2022-06-03T14:00,22.2,65,0.0,916.2
3687,2022-06-03T15:00,23.6,58,0.0,915.8
3688,2022-06-03T16:00,23.7,56,0.1,915.1
3689,2022-06-03T17:00,24.0,55,0.1,914.4
3690,2022-06-03T18:00,24.0,54,0.0,914.0
3691,2022-06-03T19:00,23.4,56,0.0,913.8
3692,2022-06-03T20:00,21.7,66,0.0,913.6
3693,2022-06-03T21:00,19.2,74,0.0,913.0
3694,2022-06-03T22:00,19.1,74,0.0,914.1
3695,2022-06-03T23:00,17.1,79,0.0,914.4
3696,2022-06-04T00:00,16.0,80,0.0,914.5
3697,2022-06-04T01:00,15.6,80,0.0,915.0
3698,2022-06-04T02:00,15.3,80,0.0,915.1
3699,2022-06-04T03:00,15.1,81,0.0,915.2
3700,2022-06-04T04:00,14.3,84,0.0,914.9
3701,2022-06-04T05:00,13.5,88,0.0,914.8
3702,2022-06-04T06:00,12.7,92,0.0,914.5
3703,2022-06-04T07:00,12.2,94,0.0,914.2
3704,2022-06-04T08:00,12.1,95,0.0,914.5
3705,2022-06-04T09:00,11.9,96,0.0,914.8
3706,2022-06-04T10:00,11.9,96,0.0,915.4
3707,2022-06-04T11:00,14.0,87,0.0,916.6
3708,2022-06-04T12:00,16.1,78,0.0,917.9
3709,2022-06-04T13:00,17.9,71,0.0,918.6
3710,2022-06-04T14:00,19.7,63,0.0,918.4
3711,2022-06-04T15:00,21.2,57,0.0,918.2
3712,2022-06-04T16:00,22.2,52,0.0,917.4
3713,2022-06-04T17:00,22.3,50,0.0,916.6
3714,2022-06-04T18:00,22.3,49,0.0,916.2
3715,2022-06-04T19:00,21.8,49,0.0,915.8
3716,2022-06-04T20:00,20.0,65,0.0,915.3
3717,2022-06-04T21:00,16.4,73,0.0,914.5
3718,2022-06-04T22:00,16.3,70,0.0,914.7
3719,2022-06-04T23:00,15.5,71,0.0,915.2
3720,2022-06-05T00:00,14.6,77,0.0,916.0
3721,2022-06-05T01:00,13.5,86,0.0,915.9
3722,2022-06-05T02:00,12.6,92,0.0,915.9
3723,2022-06-05T03:00,12.1,94,0.0,915.8
3724,2022-06-05T04:00,11.7,95,0.0,915.8
3725,2022-06-05T05:00,11.4,96,0.0,915.6
3726,2022-06-05T06:00,11.4,96,0.0,915.4
3727,2022-06-05T07:00,11.7,96,0.0,915.5
3728,2022-06-05T08:00,12.5,91,0.0,915.7
3729,2022-06-05T09:00,12.2,90,0.0,916.0
3730,2022-06-05T10:00,11.5,92,0.0,916.1
3731,2022-06-05T11:00,13.1,82,0.0,917.3
3732,2022-06-05T12:00,14.9,74,0.0,918.6
3733,2022-06-05T13:00,16.7,69,0.0,918.9
3734,2022-06-05T14:00,18.2,65,0.0,918.5
3735,2022-06-05T15:00,19.5,59,0.0,918.0
3736,2022-06-05T16:00,20.5,55,0.0,916.8
3737,2022-06-05T17:00,21.1,52,0.0,916.1
3738,2022-06-05T18:00,21.3,51,0.0,915.8
3739,2022-06-05T19:00,21.0,51,0.0,915.4
3740,2022-06-05T20:00,18.8,69,0.0,914.8
3741,2022-06-05T21:00,16.3,71,0.0,914.2
3742,2022-06-05T22:00,15.1,75,0.0,914.1
3743,2022-06-05T23:00,14.2,80,0.0,913.9
3744,2022-06-06T00:00,13.1,85,0.0,913.8
3745,2022-06-06T01:00,11.9,89,0.0,913.6
3746,2022-06-06T02:00,11.7,88,0.0,913.9
3747,2022-06-06T03:00,11.6,86,0.0,914.0
3748,2022-06-06T04:00,11.1,89,0.0,913.7
3749,2022-06-06T05:00,10.7,91,0.0,913.4
3750,2022-06-06T06:00,10.2,93,0.0,913.1
3751,2022-06-06T07:00,9.7,94,0.0,912.8
3752,2022-06-06T08:00,9.3,95,0.0,912.7
3753,2022-06-06T09:00,9.0,95,0.0,912.9
3754,2022-06-06T10:00,9.0,95,0.0,913.1
3755,2022-06-06T11:00,11.5,85,0.0,914.4
3756,2022-06-06T12:00,14.0,76,0.0,915.8
3757,2022-06-06T13:00,16.5,69,0.0,916.3
3758,2022-06-06T14:00,18.5,64,0.0,915.8
3759,2022-06-06T15:00,20.1,58,0.0,915.5
3760,2022-06-06T16:00,21.2,54,0.0,914.7
3761,2022-06-06T17:00,21.8,50,0.0,914.0
3762,2022-06-06T18:00,22.0,49,0.0,913.7
3763,2022-06-06T19:00,21.5,50,0.0,913.4
3764,2022-06-06T20:00,19.0,68,0.0,912.9
3765,2022-06-06T21:00,16.6,72,0.0,912.5
3766,2022-06-06T22:00,16.2,73,0.0,912.8
3767,2022-06-06T23:00,14.5,81,0.0,912.6
3768,2022-06-07T00:00,14.3,79,0.0,913.1
3769,2022-06-07T01:00,15.0,74,0.0,913.5
3770,2022-06-07T02:00,12.5,86,0.0,912.4
3771,2022-06-07T03:00,11.4,91,0.0,911.8
3772,2022-06-07T04:00,11.2,92,0.0,911.4
3773,2022-06-07T05:00,10.7,94,0.0,910.8
3774,2022-06-07T06:00,10.0,95,0.0,910.1
3775,2022-06-07T07:00,10.0,96,0.0,909.8
3776,2022-06-07T08:00,10.0,95,0.0,909.8
3777,2022-06-07T09:00,9.7,96,0.0,909.8
3778,2022-06-07T10:00,9.8,95,0.0,910.2
3779,2022-06-07T11:00,13.1,85,0.0,912.0
3780,2022-06-07T12:00,16.3,75,0.0,913.5
3781,2022-06-07T13:00,18.9,66,0.0,914.0
3782,2022-06-07T14:00,20.6,58,0.0,913.7
3783,2022-06-07T15:00,21.7,53,0.0,913.2
3784,2022-06-07T16:00,22.3,51,0.0,912.4
3785,2022-06-07T17:00,22.8,49,0.0,911.7
3786,2022-06-07T18:00,22.8,49,0.0,911.1
3787,2022-06-07T19:00,22.4,50,0.0,910.6
3788,2022-06-07T20:00,19.6,72,0.0,909.6
3789,2022-06-07T21:00,19.7,59,0.0,910.0
3790,2022-06-07T22:00,18.8,62,0.0,910.4
3791,2022-06-07T23:00,15.1,80,0.0,909.5
3792,2022-06-08T00:00,14.6,77,0.0,909.7
3793,2022-06-08T01:00,16.6,62,0.0,910.6
3794,2022-06-08T02:00,16.4,62,0.0,910.7
3795,2022-06-08T03:00,15.9,64,0.0,910.4
3796,2022-06-08T04:00,13.3,76,0.0,909.6
3797,2022-06-08T05:00,11.4,87,0.0,909.0
3798,2022-06-08T06:00,11.1,89,0.0,908.5
3799,2022-06-08T07:00,10.5,91,0.0,908.5
3800,2022-06-08T08:00,10.7,92,0.0,909.1
3801,2022-06-08T09:00,10.9,91,0.0,909.5
3802,2022-06-08T10:00,11.2,90,0.0,910.3
3803,2022-06-08T11:00,13.5,83,0.0,911.7
3804,2022-06-08T12:00,15.4,77,0.0,913.5
3805,2022-06-08T13:00,15.9,77,0.3,913.9
3806,2022-06-08T14:00,18.4,71,0.0,913.7
3807,2022-06-08T15:00,20.7,63,0.0,913.3
3808,2022-06-08T16:00,21.9,57,0.0,912.5
3809,2022-06-08T17:00,22.6,55,0.0,912.0
3810,2022-06-08T18:00,22.3,57,0.0,911.7
3811,2022-06-08T19:00,21.6,60,0.0,911.4
3812,2022-06-08T20:00,19.8,73,0.0,910.9
3813,2022-06-08T21:00,18.6,75,0.0,910.8
3814,2022-06-08T22:00,17.0,82,0.0,910.9
3815,2022-06-08T23:00,16.5,85,0.0,911.3
3816,2022-06-09T00:00,15.5,90,0.0,911.6
3817,2022-06-09T01:00,16.3,86,0.0,912.1
3818,2022-06-09T02:00,15.0,93,0.0,911.6
3819,2022-06-09T03:00,14.6,94,0.0,911.7
3820,2022-06-09T04:00,14.4,95,0.0,911.3
3821,2022-06-09T05:00,13.4,96,0.0,910.5
3822,2022-06-09T06:00,12.8,98,0.0,910.6
3823,2022-06-09T07:00,12.8,98,0.0,910.6
3824,2022-06-09T08:00,12.7,98,0.0,910.8
3825,2022-06-09T09:00,12.6,100,0.0,911.5
3826,2022-06-09T10:00,12.8,99,0.0,912.2
3827,2022-06-09T11:00,13.6,97,0.0,913.3
3828,2022-06-09T12:00,17.0,85,0.0,914.6
3829,2022-06-09T13:00,19.5,76,0.0,915.1
3830,2022-06-09T14:00,21.4,68,0.0,915.1
3831,2022-06-09T15:00,22.5,63,0.0,914.5
3832,2022-06-09T16:00,23.3,58,0.1,913.8
3833,2022-06-09T17:00,23.8,54,0.0,913.3
3834,2022-06-09T18:00,23.6,53,0.0,913.2
3835,2022-06-09T19:00,23.0,55,0.1,912.7
3836,2022-06-09T20:00,21.0,70,0.0,912.4
3837,2022-06-09T21:00,19.7,70,0.0,913.3
3838,2022-06-09T22:00,17.7,90,1.5,913.6
3839,2022-06-09T23:00,17.4,94,1.1,914.0
3840,2022-06-10T00:00,17.4,95,0.9,914.1
3841,2022-06-10T01:00,17.2,94,0.6,914.3
3842,2022-06-10T02:00,16.9,95,1.0,914.1
3843,2022-06-10T03:00,16.7,96,1.3,913.6
3844,2022-06-10T04:00,16.6,96,1.5,913.0
3845,2022-06-10T05:00,16.5,96,1.2,912.7
3846,2022-06-10T06:00,16.3,97,0.6,912.5
3847,2022-06-10T07:00,16.2,97,0.3,912.6
3848,2022-06-10T08:00,16.2,96,0.1,912.9
3849,2022-06-10T09:00,16.0,97,0.0,912.9
3850,2022-06-10T10:00,16.0,96,0.2,913.0
3851,2022-06-10T11:00,16.6,92,0.1,913.5
3852,2022-06-10T12:00,17.0,91,0.0,914.1
3853,2022-06-10T13:00,17.6,88,0.4,914.3
3854,2022-06-10T14:00,18.0,87,0.0,913.9
3855,2022-06-10T15:00,18.9,83,0.0,913.3
3856,2022-06-10T16:00,20.3,75,0.0,912.5
3857,2022-06-10T17:00,21.8,65,0.0,911.8
3858,2022-06-10T18:00,21.8,64,0.3,911.4
3859,2022-06-10T19:00,19.2,82,1.4,911.3
3860,2022-06-10T20:00,18.4,87,0.3,911.3
3861,2022-06-10T21:00,18.4,84,0.0,911.6
3862,2022-06-10T22:00,17.0,92,0.1,911.9
3863,2022-06-10T23:00,16.6,94,0.0,912.3
3864,2022-06-11T00:00,16.8,87,0.1,913.0
3865,2022-06-11T01:00,15.7,91,0.0,913.1
3866,2022-06-11T02:00,15.1,93,0.0,912.9
3867,2022-06-11T03:00,14.7,95,0.0,912.5
3868,2022-06-11T04:00,14.8,96,0.0,912.0
3869,2022-06-11T05:00,14.7,95,0.0,911.8
3870,2022-06-11T06:00,13.4,98,0.0,911.1
3871,2022-06-11T07:00,13.0,99,0.0,910.9
3872,2022-06-11T08:00,13.1,99,0.0,910.9
3873,2022-06-11T09:00,12.4,100,0.0,911.2
3874,2022-06-11T10:00,12.5,100,0.0,912.0
3875,2022-06-11T11:00,14.2,96,0.0,913.0
3876,2022-06-11T12:00,16.6,83,0.0,914.7
3877,2022-06-11T13:00,17.5,82,0.0,914.9
3878,2022-06-11T14:00,18.2,78,0.2,914.6
3879,2022-06-11T15:00,19.2,73,0.2,914.4
3880,2022-06-11T16:00,19.8,70,0.0,913.6
3881,2022-06-11T17:00,20.4,66,0.1,913.0
3882,2022-06-11T18:00,20.6,64,0.1,912.4
3883,2022-06-11T19:00,20.6,61,0.0,912.4
3884,2022-06-11T20:00,19.2,78,0.0,911.9
3885,2022-06-11T21:00,18.3,73,0.0,911.9
3886,2022-06-11T22:00,17.4,78,0.0,911.9
3887,2022-06-11T23:00,16.4,84,0.0,912.0
3888,2022-06-12T00:00,16.4,83,0.0,912.5
3889,2022-06-12T01:00,16.6,70,0.0,913.0
3890,2022-06-12T02:00,14.8,77,0.0,912.8
3891,2022-06-12T03:00,14.6,77,0.0,912.5
3892,2022-06-12T04:00,14.1,79,0.0,912.1
3893,2022-06-12T05:00,13.3,83,0.0,911.6
3894,2022-06-12T06:00,12.6,87,0.0,911.2
3895,2022-06-12T07:00,12.4,86,0.0,911.2
3896,2022-06-12T08:00,11.2,91,0.0,911.0
3897,2022-06-12T09:00,10.1,93,0.0,911.1
3898,2022-06-12T10:00,10.6,92,0.0,912.0
3899,2022-06-12T11:00,12.5,85,0.0,913.4
3900,2022-06-12T12:00,14.7,76,0.0,915.0
3901,2022-06-12T13:00,16.6,64,0.0,915.5
3902,2022-06-12T14:00,17.8,55,0.0,915.5
3903,2022-06-12T15:00,18.9,48,0.0,915.0
3904,2022-06-12T16:00,19.5,47,0.0,913.8
3905,2022-06-12T17:00,19.8,46,0.0,913.0
3906,2022-06-12T18:00,20.0,44,0.0,912.7
3907,2022-06-12T19:00,19.4,45,0.0,912.5
3908,2022-06-12T20:00,17.5,67,0.0,912.4
3909,2022-06-12T21:00,15.7,57,0.0,912.7
3910,2022-06-12T22:00,14.8,39,0.0,913.2
3911,2022-06-12T23:00,14.0,36,0.0,913.6
3912,2022-06-13T00:00,12.8,39,0.0,914.1
3913,2022-06-13T01:00,12.0,43,0.0,914.1
3914,2022-06-13T02:00,11.4,47,0.0,914.3
3915,2022-06-13T03:00,11.1,47,0.0,914.2
3916,2022-06-13T04:00,10.4,48,0.0,913.5
3917,2022-06-13T05:00,8.7,58,0.0,912.7
3918,2022-06-13T06:00,8.3,63,0.0,912.5
3919,2022-06-13T07:00,9.2,56,0.0,912.8
3920,2022-06-13T08:00,9.0,55,0.0,912.7
3921,2022-06-13T09:00,8.3,58,0.0,912.7
3922,2022-06-13T10:00,7.8,60,0.0,913.3
3923,2022-06-13T11:00,8.9,66,0.0,914.6
3924,2022-06-13T12:00,10.9,67,0.0,916.6
3925,2022-06-13T13:00,13.4,57,0.0,916.9
3926,2022-06-13T14:00,15.1,53,0.0,917.0
3927,2022-06-13T15:00,16.6,51,0.0,916.8
3928,2022-06-13T16:00,17.8,49,0.0,916.1
3929,2022-06-13T17:00,18.4,48,0.0,915.5
3930,2022-06-13T18:00,18.6,47,0.0,915.3
3931,2022-06-13T19:00,18.2,49,0.0,915.1
3932,2022-06-13T20:00,17.6,50,0.0,915.3
3933,2022-06-13T21:00,16.5,53,0.0,915.3
3934,2022-06-13T22:00,15.5,58,0.0,915.3
3935,2022-06-13T23:00,11.8,75,0.0,914.8
3936,2022-06-14T00:00,10.9,67,0.0,915.6
3937,2022-06-14T01:00,9.6,79,0.0,915.7
3938,2022-06-14T02:00,8.6,88,0.0,915.6
3939,2022-06-14T03:00,8.2,92,0.0,915.4
3940,2022-06-14T04:00,7.7,94,0.0,914.7
3941,2022-06-14T05:00,7.5,94,0.0,914.6
3942,2022-06-14T06:00,7.1,95,0.0,913.9
3943,2022-06-14T07:00,6.3,96,0.0,913.5
3944,2022-06-14T08:00,5.0,98,0.0,913.1
3945,2022-06-14T09:00,4.6,99,0.0,913.4
3946,2022-06-14T10:00,5.2,98,0.0,914.3
3947,2022-06-14T11:00,8.0,90,0.0,915.8
3948,2022-06-14T12:00,10.9,80,0.0,917.9
3949,2022-06-14T13:00,13.8,70,0.0,918.3
3950,2022-06-14T14:00,16.1,65,0.0,918.3
3951,2022-06-14T15:00,18.1,60,0.0,917.9
3952,2022-06-14T16:00,19.5,49,0.0,917.2
3953,2022-06-14T17:00,20.0,42,0.0,916.5
3954,2022-06-14T18:00,19.9,40,0.0,916.1
3955,2022-06-14T19:00,19.2,42,0.0,915.6
3956,2022-06-14T20:00,15.8,66,0.0,914.9
3957,2022-06-14T21:00,12.7,68,0.0,914.4
3958,2022-06-14T22:00,12.2,70,0.0,914.7
3959,2022-06-14T23:00,11.0,76,0.0,914.8
3960,2022-06-15T00:00,10.3,85,0.0,915.5
3961,2022-06-15T01:00,10.0,88,0.0,916.0
3962,2022-06-15T02:00,10.5,85,0.0,916.2
3963,2022-06-15T03:00,10.1,87,0.0,916.2
3964,2022-06-15T04:00,8.9,92,0.0,915.5
3965,2022-06-15T05:00,8.4,93,0.0,915.1
3966,2022-06-15T06:00,8.5,94,0.0,914.9
3967,2022-06-15T07:00,8.5,94,0.0,914.6
3968,2022-06-15T08:00,8.5,94,0.0,914.6
3969,2022-06-15T09:00,8.2,95,0.0,914.7
3970,2022-06-15T10:00,8.3,95,0.0,915.2
3971,2022-06-15T11:00,10.0,87,0.0,916.4
3972,2022-06-15T12:00,11.8,81,0.0,918.3
3973,2022-06-15T13:00,14.5,71,0.0,918.9
3974,2022-06-15T14:00,16.6,60,0.0,918.7
3975,2022-06-15T15:00,18.3,50,0.0,918.2
3976,2022-06-15T16:00,19.3,46,0.0,917.2
3977,2022-06-15T17:00,19.8,44,0.0,916.3
3978,2022-06-15T18:00,20.0,43,0.0,915.7
3979,2022-06-15T19:00,19.6,44,0.0,915.4
3980,2022-06-15T20:00,17.4,60,0.0,914.8
3981,2022-06-15T21:00,15.3,59,0.0,914.4
3982,2022-06-15T22:00,13.4,67,0.0,914.0
3983,2022-06-15T23:00,11.2,79,0.0,913.7
3984,2022-06-16T00:00,10.5,81,0.0,913.6
3985,2022-06-16T01:00,9.6,85,0.0,914.1
3986,2022-06-16T02:00,8.7,89,0.0,913.9
3987,2022-06-16T03:00,8.6,89,0.0,913.8
3988,2022-06-16T04:00,7.6,92,0.0,913.5
3989,2022-06-16T05:00,7.3,93,0.0,913.0
3990,2022-06-16T06:00,7.3,92,0.0,912.7
3991,2022-06-16T07:00,6.9,94,0.0,912.4
3992,2022-06-16T08:00,5.9,96,0.0,912.3
3993,2022-06-16T09:00,5.8,96,0.0,912.6
3994,2022-06-16T10:00,6.4,94,0.0,913.1
3995,2022-06-16T11:00,9.6,84,0.0,914.6
3996,2022-06-16T12:00,12.3,81,0.0,916.5
3997,2022-06-16T13:00,15.7,71,0.0,917.4
3998,2022-06-16T14:00,18.2,60,0.0,917.1
3999,2022-06-16T15:00,19.8,54,0.0,916.4
4000,2022-06-16T16:00,21.0,48,0.0,915.5
4001,2022-06-16T17:00,21.7,45,0.0,914.7
4002,2022-06-16T18:00,21.9,45,0.0,914.1
4003,2022-06-16T19:00,21.7,46,0.0,913.5
4004,2022-06-16T20:00,18.9,65,0.0,912.6
4005,2022-06-16T21:00,15.3,69,0.0,911.4
4006,2022-06-16T22:00,13.8,75,0.0,911.1
4007,2022-06-16T23:00,14.5,68,0.0,911.8
4008,2022-06-17T00:00,16.1,62,0.0,912.6
4009,2022-06-17T01:00,15.6,65,0.0,913.0
4010,2022-06-17T02:00,11.2,86,0.0,911.7
4011,2022-06-17T03:00,10.2,89,0.0,911.4
4012,2022-06-17T04:00,9.8,91,0.0,911.1
4013,2022-06-17T05:00,9.0,94,0.0,910.5
4014,2022-06-17T06:00,8.5,95,0.0,910.2
4015,2022-06-17T07:00,7.9,97,0.0,909.7
4016,2022-06-17T08:00,7.7,97,0.0,909.5
4017,2022-06-17T09:00,7.7,96,0.0,909.6
4018,2022-06-17T10:00,7.9,94,0.0,909.7
4019,2022-06-17T11:00,11.0,85,0.0,911.2
4020,2022-06-17T12:00,13.7,77,0.0,913.5
4021,2022-06-17T13:00,16.9,68,0.0,914.2
4022,2022-06-17T14:00,19.3,62,0.0,913.9
4023,2022-06-17T15:00,21.1,53,0.0,913.3
4024,2022-06-17T16:00,22.3,46,0.0,912.6
4025,2022-06-17T17:00,22.6,43,0.0,911.8
4026,2022-06-17T18:00,22.4,42,0.0,911.2
4027,2022-06-17T19:00,21.7,46,0.0,910.8
4028,2022-06-17T20:00,18.7,65,0.0,909.4
4029,2022-06-17T21:00,15.6,69,0.0,908.6
4030,2022-06-17T22:00,13.7,77,0.0,908.8
4031,2022-06-17T23:00,12.4,81,0.0,908.6
4032,2022-06-18T00:00,13.1,70,0.0,909.5
4033,2022-06-18T01:00,14.9,59,0.0,910.7
4034,2022-06-18T02:00,14.8,59,0.0,911.0
4035,2022-06-18T03:00,13.2,67,0.0,911.1
4036,2022-06-18T04:00,10.0,86,0.0,909.9
4037,2022-06-18T05:00,9.4,89,0.0,909.5
4038,2022-06-18T06:00,9.7,87,0.0,909.4
4039,2022-06-18T07:00,8.9,89,0.0,908.9
4040,2022-06-18T08:00,8.2,90,0.0,909.0
4041,2022-06-18T09:00,8.4,90,0.0,909.7
4042,2022-06-18T10:00,9.1,87,0.0,910.5
4043,2022-06-18T11:00,12.0,77,0.0,912.0
4044,2022-06-18T12:00,13.9,78,0.0,913.8
4045,2022-06-18T13:00,16.6,70,0.1,914.7
4046,2022-06-18T14:00,17.9,65,0.1,914.3
4047,2022-06-18T15:00,16.6,75,0.1,914.1
4048,2022-06-18T16:00,17.9,69,0.0,914.2
4049,2022-06-18T17:00,19.1,65,0.0,914.0
4050,2022-06-18T18:00,19.4,64,0.0,913.8
4051,2022-06-18T19:00,19.7,63,0.0,913.8
4052,2022-06-18T20:00,19.3,63,0.0,913.9
4053,2022-06-18T21:00,18.5,67,0.0,914.1
4054,2022-06-18T22:00,16.1,80,0.0,913.7
4055,2022-06-18T23:00,14.4,89,0.0,913.3
4056,2022-06-19T00:00,12.8,93,0.0,913.8
4057,2022-06-19T01:00,12.3,95,0.0,914.2
4058,2022-06-19T02:00,12.4,95,0.0,914.1
4059,2022-06-19T03:00,11.7,95,0.0,914.0
4060,2022-06-19T04:00,11.6,95,0.0,914.4
4061,2022-06-19T05:00,11.5,97,0.0,914.6
4062,2022-06-19T06:00,11.8,97,0.0,914.5
4063,2022-06-19T07:00,12.0,96,0.0,914.5
4064,2022-06-19T08:00,12.4,94,0.0,914.8
4065,2022-06-19T09:00,12.0,96,0.0,915.0
4066,2022-06-19T10:00,11.8,96,0.0,915.5
4067,2022-06-19T11:00,13.5,88,0.0,916.6
4068,2022-06-19T12:00,15.1,82,0.0,918.0
4069,2022-06-19T13:00,17.3,71,0.0,918.7
4070,2022-06-19T14:00,18.6,65,0.0,918.7
4071,2022-06-19T15:00,19.1,64,0.0,918.1
4072,2022-06-19T16:00,20.4,57,0.0,917.5
4073,2022-06-19T17:00,20.9,54,0.0,916.9
4074,2022-06-19T18:00,21.1,53,0.0,916.4
4075,2022-06-19T19:00,20.8,53,0.0,916.0
4076,2022-06-19T20:00,19.1,62,0.0,915.7
4077,2022-06-19T21:00,17.1,68,0.0,915.3
4078,2022-06-19T22:00,15.5,75,0.0,915.1
4079,2022-06-19T23:00,14.4,82,0.0,915.1
4080,2022-06-20T00:00,14.0,87,0.0,916.0
4081,2022-06-20T01:00,13.5,92,0.0,916.2
4082,2022-06-20T02:00,13.1,93,0.0,916.1
4083,2022-06-20T03:00,12.8,94,0.0,915.9
4084,2022-06-20T04:00,12.3,95,0.0,915.7
4085,2022-06-20T05:00,11.8,96,0.0,915.7
4086,2022-06-20T06:00,11.6,97,0.0,915.7
4087,2022-06-20T07:00,12.3,97,0.0,915.5
4088,2022-06-20T08:00,12.5,97,0.0,915.4
4089,2022-06-20T09:00,12.8,96,0.0,915.4
4090,2022-06-20T10:00,12.9,96,0.0,915.9
4091,2022-06-20T11:00,13.5,94,0.0,916.7
4092,2022-06-20T12:00,14.6,88,0.0,918.2
4093,2022-06-20T13:00,16.3,80,0.0,918.9
4094,2022-06-20T14:00,18.0,72,0.0,918.9
4095,2022-06-20T15:00,20.2,63,0.0,918.3
4096,2022-06-20T16:00,21.5,58,0.0,917.2
4097,2022-06-20T17:00,22.1,55,0.0,916.6
4098,2022-06-20T18:00,21.9,56,0.0,916.1
4099,2022-06-20T19:00,20.8,61,0.1,916.0
4100,2022-06-20T20:00,18.9,72,0.0,915.8
4101,2022-06-20T21:00,17.2,81,0.0,915.6
4102,2022-06-20T22:00,15.4,89,0.0,915.2
4103,2022-06-20T23:00,14.8,91,0.0,915.3
4104,2022-06-21T00:00,14.4,92,0.0,915.4
4105,2022-06-21T01:00,13.7,94,0.0,915.5
4106,2022-06-21T02:00,13.1,96,0.0,915.4
4107,2022-06-21T03:00,12.7,96,0.0,915.5
4108,2022-06-21T04:00,12.5,96,0.0,915.4
4109,2022-06-21T05:00,12.1,96,0.0,915.1
4110,2022-06-21T06:00,11.7,97,0.0,914.8
4111,2022-06-21T07:00,11.4,97,0.0,914.5
4112,2022-06-21T08:00,11.1,97,0.0,914.6
4113,2022-06-21T09:00,10.9,98,0.0,914.7
